"Milk,Canned fruit"
"Canned fruit,Syrup"
"Syrup,Canned vegetables"
Syrup
"Milk,Canned vegetables"
Syrup
Canned fruit
"Canned vegetables,Eggs"
"Syrup,Milk"
"Canned vegetables,Eggs"
"Canned vegetables,Milk"
"Canned vegetables,Syrup"
"Canned vegetables,Canned fruit"
Canned vegetables
"Canned fruit,Eggs"
Canned vegetables
"Canned vegetables,Eggs"
"Syrup,Eggs"
"Milk,Canned fruit"
"Milk,Syrup"
"Syrup,Eggs"
"Milk,Canned fruit"
"Milk,Canned vegetables"
"Canned fruit,Syrup"
"Canned fruit,Syrup"
Syrup
"Milk,Canned fruit"
"Canned vegetables,Syrup"
"Canned fruit,Eggs"
"Canned vegetables,Canned fruit"
"Syrup,Canned vegetables"
"Syrup,Milk"
"Canned vegetables,Canned fruit"
"Canned fruit,Eggs"
Canned vegetables
"Canned fruit,Syrup"
"Syrup,Canned vegetables"
"Syrup,Canned fruit"
"Canned fruit,Milk"
"Milk,Eggs"
Syrup
"Canned vegetables,Eggs"
"Canned vegetables,Milk"
"Syrup,Canned fruit"
"Canned fruit,Eggs"
Canned fruit
Canned vegetables
"Canned vegetables,Eggs"
"Canned vegetables,Canned fruit"
"Syrup,Canned fruit"
Canned fruit
Canned vegetables
"Canned fruit,Eggs"
"Canned fruit,Canned vegetables"
"Milk,Canned vegetables"
"Syrup,Milk"
Syrup
Canned fruit
"Milk,Eggs"
"Canned vegetables,Syrup"
"Syrup,Canned fruit"
"Canned fruit,Eggs"
Canned fruit
"Canned vegetables,Canned fruit"
Canned vegetables
Syrup
"Syrup,Eggs"
"Canned fruit,Milk"
"Canned fruit,Eggs"
Syrup
"Canned fruit,Canned vegetables"
"Canned fruit,Milk"
"Canned fruit,Eggs"
Milk
"Milk,Eggs"
Canned vegetables
"Milk,Eggs"
Canned fruit
Canned vegetables
"Milk,Canned vegetables"
"Milk,Canned vegetables"
"Milk,Eggs"
"Canned vegetables,Eggs"
Canned vegetables
"Syrup,Milk"
Canned vegetables
"Syrup,Canned vegetables"
"Canned vegetables,Milk"
"Canned fruit,Eggs"
"Canned fruit,Eggs"
"Syrup,Canned vegetables"
"Syrup,Canned fruit"
"Canned vegetables,Canned fruit"
"Syrup,Eggs"
Syrup
"Canned vegetables,Syrup"
"Canned vegetables,Eggs"
"Syrup,Eggs"
"Syrup,Eggs"
"Canned vegetables,Canned fruit"
"Canned fruit,Eggs"
"Syrup,Eggs"
Canned fruit
"Canned fruit,Syrup"
"Syrup,Canned fruit"
"Milk,Eggs"
"Canned vegetables,Eggs"
"Syrup,Milk"
"Canned vegetables,Eggs"
"Syrup,Canned fruit"
"Canned fruit,Milk"
"Canned fruit,Eggs"
"Canned vegetables,Canned fruit"
Syrup
"Syrup,Canned vegetables"
"Syrup,Eggs"
Canned vegetables
"Milk,Canned fruit"
"Milk,Syrup"
"Milk,Syrup"
"Milk,Canned fruit"
Canned vegetables
Milk
"Canned vegetables,Canned fruit"
"Canned vegetables,Canned fruit"
"Canned fruit,Canned vegetables"
"Syrup,Milk"
Milk
"Canned fruit,Canned vegetables"
"Syrup,Eggs"
"Syrup,Milk"
Syrup
"Syrup,Milk"
"Milk,Eggs"
Milk
"Canned fruit,Canned vegetables"
"Canned fruit,Eggs"
Canned vegetables
"Syrup,Canned vegetables"
"Syrup,Milk"
"Milk,Eggs"
"Canned vegetables,Syrup"
"Canned fruit,Eggs"
"Canned fruit,Milk"
"Canned fruit,Syrup"
"Milk,Syrup"
"Canned fruit,Milk"
"Syrup,Eggs"
"Milk,Canned fruit"
"Canned fruit,Canned vegetables"
Canned fruit
"Milk,Canned vegetables"
"Syrup,Canned fruit"
"Syrup,Milk"
"Canned vegetables,Milk"
"Canned fruit,Canned vegetables"
"Canned vegetables,Canned fruit"
Syrup
"Canned vegetables,Syrup"
"Canned vegetables,Milk"
"Canned fruit,Milk"
"Canned vegetables,Milk"
"Canned fruit,Eggs"
"Canned fruit,Syrup"
"Canned fruit,Milk"
"Canned vegetables,Eggs"
"Canned fruit,Milk"
Milk
"Syrup,Canned fruit"
"Syrup,Canned vegetables"
"Canned vegetables,Canned fruit"
"Milk,Canned vegetables"
"Canned fruit,Milk"
"Canned vegetables,Syrup"
Canned fruit
"Canned fruit,Milk"
"Milk,Eggs"
"Syrup,Canned vegetables"
"Milk,Canned fruit"
"Milk,Syrup"
Syrup
Canned fruit
"Syrup,Canned fruit"
"Syrup,Milk"
"Syrup,Canned fruit"
"Canned fruit,Eggs"
"Canned vegetables,Syrup"
"Canned vegetables,Eggs"
"Canned vegetables,Eggs"
"Canned fruit,Canned vegetables"
"Milk,Syrup"
"Syrup,Canned vegetables"
"Milk,Canned fruit"
"Milk,Syrup"
"Syrup,Eggs"
"Canned fruit,Eggs"
"Syrup,Canned fruit"
"Canned vegetables,Eggs"
"Milk,Eggs"
Canned vegetables
"Milk,Eggs"
"Canned fruit,Milk"
"Canned vegetables,Canned fruit"
"Canned fruit,Milk"
"Syrup,Milk"
"Canned fruit,Milk"
Canned fruit
"Canned fruit,Syrup"
Milk
"Milk,Syrup"
"Syrup,Eggs"
Canned vegetables
"Canned vegetables,Canned fruit"
"Canned vegetables,Canned fruit"
"Canned fruit,Canned vegetables"
Syrup
"Canned fruit,Syrup"
Canned fruit
"Milk,Eggs"
"Syrup,Canned fruit"
"Syrup,Canned fruit"
"Canned fruit,Eggs"
"Syrup,Canned fruit"
"Milk,Eggs"
"Canned vegetables,Syrup"
"Canned vegetables,Canned fruit"
"Syrup,Eggs"
Milk
Canned vegetables
"Canned fruit,Eggs"
Canned vegetables
"Syrup,Milk"
"Milk,Canned fruit"
"Milk,Canned vegetables"
"Canned vegetables,Eggs"
"Syrup,Eggs"
"Canned fruit,Milk"
Syrup
"Canned fruit,Eggs"
Milk
"Syrup,Eggs"
"Syrup,Eggs"
Canned fruit
"Milk,Eggs"
"Canned fruit,Milk"
Canned fruit
"Milk,Eggs"
"Canned fruit,Canned vegetables"
"Milk,Canned fruit"
"Canned fruit,Syrup"
Canned vegetables
"Canned vegetables,Syrup"
Syrup
"Canned fruit,Milk"
Milk
"Canned fruit,Milk"
"Canned vegetables,Canned fruit"
"Syrup,Canned fruit"
"Syrup,Canned vegetables"
"Canned fruit,Syrup"
Canned vegetables
"Syrup,Canned fruit"
"Syrup,Milk"
"Syrup,Canned fruit"
"Milk,Syrup"
"Syrup,Milk"
"Syrup,Eggs"
Syrup
"Syrup,Canned fruit"
Milk
"Canned fruit,Milk"
"Canned vegetables,Syrup"
"Syrup,Milk"
Syrup
Milk
"Canned vegetables,Eggs"
"Syrup,Canned vegetables"
Milk
"Milk,Syrup"
"Canned fruit,Eggs"
Canned fruit
"Milk,Canned fruit"
"Syrup,Milk"
"Canned fruit,Syrup"
"Canned vegetables,Syrup"
"Milk,Canned fruit"
"Milk,Canned vegetables"
"Syrup,Canned fruit"
"Canned vegetables,Eggs"
"Canned fruit,Canned vegetables"
"Canned vegetables,Canned fruit"
"Canned fruit,Eggs"
"Milk,Syrup"
"Syrup,Eggs"
"Milk,Canned fruit"
"Syrup,Milk"
"Milk,Canned fruit"
"Canned fruit,Eggs"
"Canned vegetables,Eggs"
"Canned vegetables,Syrup"
"Milk,Canned fruit"
"Milk,Canned fruit"
"Syrup,Eggs"
Milk
"Milk,Eggs"
"Syrup,Milk"
"Butter,Milk"
"pork,Butter,Frozen vegetables"
"beef,Milk,Peanut butter"
"Frozen vegetables,Butter,Frozen fruit"
"Frozen fruit,Cheese,Butter"
"Milk,beef"
"Butter,pork"
"Cheese,shrimp,Milk"
"pork,Butter,Milk"
"Frozen fruit,chicken,Eggs"
"Cheese,Butter,chicken"
"Bread,Frozen fruit,shrimp"
"Milk,Frozen vegetables"
"Milk,shrimp,Frozen fruit"
"Cheese,Milk,Frozen vegetables"
"chicken,fish"
"beef,Milk,Peanut butter"
"Butter,pork,Milk"
"Butter,Frozen vegetables"
"pork,chicken,fish"
"Butter,Peanut butter"
"Butter,pork,fish"
"Milk,Butter,shrimp"
"fish,shrimp"
"pork,Butter,Frozen vegetables"
"chicken,Bread,beef"
"Bread,Frozen vegetables,Cheese"
"Bread,pork"
"pork,fish,shrimp"
"Butter,Bread,Frozen vegetables"
"chicken,Cheese,Frozen fruit"
"Frozen vegetables,Cheese,pork"
"Bread,Frozen fruit,Eggs"
"Bread,Frozen fruit"
"Cheese,Milk,Peanut butter"
"beef,shrimp"
"chicken,Milk"
"Milk,Bread"
"shrimp,Frozen fruit,Cheese"
"pork,Milk,Cheese"
"Butter,Frozen vegetables"
"beef,Milk,Frozen vegetables"
"pork,Peanut butter"
"chicken,shrimp,Frozen fruit"
"Frozen vegetables,Frozen fruit"
"pork,Frozen vegetables,chicken"
"Cheese,Frozen fruit,pork"
"Cheese,fish"
"Butter,Bread"
"pork,shrimp,beef"
"Frozen fruit,fish,Milk"
"Milk,chicken,Cheese"
"fish,shrimp,Bread"
"shrimp,fish,Cheese"
"Butter,fish,pork"
"chicken,Bread,Peanut butter"
"shrimp,Milk,Peanut butter"
"shrimp,beef,Cheese"
"Milk,chicken,pork"
"chicken,Frozen fruit,beef"
"fish,beef,chicken"
"Milk,fish,Peanut butter"
"Frozen fruit,chicken,beef"
"Butter,Frozen fruit,shrimp"
"fish,shrimp,Cheese"
"chicken,shrimp,Peanut butter"
"Butter,pork,Frozen vegetables"
"fish,beef,pork"
"chicken,pork,Cheese"
"fish,shrimp,beef"
"Butter,beef,Cheese"
"Milk,shrimp,chicken"
"beef,chicken"
"Cheese,shrimp,fish"
"Frozen vegetables,Butter"
"Frozen fruit,beef"
"beef,fish,Frozen vegetables"
"shrimp,Milk,pork"
"shrimp,fish,chicken"
"Cheese,pork,Eggs"
"shrimp,beef,Bread"
"Bread,chicken"
"Butter,fish,beef"
"Frozen fruit,Milk,Cheese"
"beef,Cheese,shrimp"
"Frozen vegetables,pork"
"shrimp,Milk,Frozen vegetables"
"Butter,Peanut butter"
"chicken,Milk,fish"
"Frozen fruit,Cheese,beef"
"Frozen fruit,Milk"
"Milk,fish"
"Cheese,Bread,fish"
"chicken,Bread"
"Milk,Bread,Frozen fruit"
"Bread,Cheese,Peanut butter"
"Cheese,beef,Bread"
"Frozen vegetables,chicken"
"Milk,Frozen fruit,Peanut butter"
"pork,Butter,Frozen vegetables"
"pork,shrimp,chicken"
"Frozen vegetables,Butter,fish"
"pork,shrimp,Butter"
"Frozen fruit,Frozen vegetables,Milk"
"Frozen vegetables,shrimp,Milk"
"beef,chicken,Bread"
"chicken,Milk,pork"
"fish,Frozen vegetables,Eggs"
"Bread,beef,Frozen vegetables"
"Cheese,Bread,Eggs"
"beef,Frozen vegetables,Eggs"
"Butter,chicken,beef"
"fish,Eggs"
"Bread,fish,Butter"
"Bread,shrimp,chicken"
"pork,chicken,Eggs"
"Bread,fish,Peanut butter"
"chicken,Butter,Bread"
"pork,Bread,Frozen vegetables"
"shrimp,Frozen vegetables,Milk"
"chicken,beef,Frozen fruit"
"pork,Butter,fish"
"Milk,chicken,Bread"
"pork,chicken"
"shrimp,chicken,fish"
"pork,Milk,chicken"
"Butter,chicken,fish"
"Bread,Milk,chicken"
"pork,shrimp"
"Frozen fruit,shrimp,Butter"
"chicken,Bread,shrimp"
"Cheese,shrimp"
"Bread,fish,Butter"
"Milk,Butter,pork"
"beef,Cheese,Eggs"
"Frozen vegetables,Milk,Frozen fruit"
"Frozen vegetables,Bread,beef"
"Frozen fruit,shrimp,Bread"
"chicken,Frozen fruit"
"Cheese,shrimp"
"shrimp,Milk,beef"
"Milk,chicken,beef"
"chicken,Butter,Peanut butter"
"Bread,chicken"
"Frozen vegetables,Milk,chicken"
Cheese
"shrimp,Milk,chicken"
"pork,chicken"
"chicken,Milk,Peanut butter"
"chicken,shrimp"
"Frozen vegetables,Bread,Eggs"
"Butter,Frozen fruit,pork"
"beef,chicken,Frozen fruit"
"Milk,chicken,pork"
"Butter,Frozen fruit,Bread"
"Bread,Butter,Peanut butter"
"Bread,pork,Frozen vegetables"
"fish,Milk,shrimp"
"Frozen fruit,Cheese,Frozen vegetables"
"Cheese,beef,Milk"
"Bread,fish,Milk"
"Cheese,Butter,Frozen vegetables"
"pork,Frozen vegetables,fish"
"pork,Bread,Frozen vegetables"
"Cheese,Frozen vegetables,Bread"
"Milk,Cheese,Eggs"
"Butter,shrimp,Cheese"
"Bread,shrimp"
"Butter,pork,beef"
"pork,beef,Milk"
fish
"fish,Milk,Peanut butter"
"Butter,fish"
"Butter,beef,Frozen fruit"
"Milk,fish,chicken"
"fish,shrimp,Frozen fruit"
"Butter,Cheese,pork"
"fish,Frozen vegetables,Cheese"
"Bread,Butter,Eggs"
"Frozen vegetables,shrimp,Cheese"
"Frozen fruit,Cheese"
"pork,Butter,Cheese"
"shrimp,Milk,Frozen fruit"
"Frozen fruit,chicken,Eggs"
"Bread,beef,pork"
"Milk,Butter,Frozen vegetables"
"fish,beef,pork"
"Cheese,Frozen fruit,chicken"
"Milk,shrimp"
"Cheese,Frozen fruit,beef"
"beef,Bread,pork"
"chicken,Eggs"
"Cheese,Frozen fruit,Butter"
"shrimp,fish,Cheese"
"Milk,chicken,Peanut butter"
"shrimp,Milk,Frozen vegetables"
"Bread,pork"
"Bread,pork"
"beef,chicken,Peanut butter"
"Bread,Frozen vegetables,Cheese"
"Frozen vegetables,Milk,Bread"
"Bread,Butter,Milk"
"Milk,shrimp,Bread"
"Milk,Bread,Frozen fruit"
"Frozen vegetables,pork,shrimp"
"shrimp,Cheese,Milk"
"chicken,Bread,Eggs"
"Bread,Cheese,Frozen vegetables"
"Milk,pork"
"Cheese,fish,chicken"
"Cheese,Frozen vegetables,pork"
"Milk,beef"
"chicken,Bread,Peanut butter"
"beef,fish"
"Cheese,chicken,pork"
"chicken,Cheese,Frozen vegetables"
"Butter,beef"
"Milk,fish,Frozen vegetables"
"fish,Milk,Butter"
"beef,Cheese,pork"
"Frozen vegetables,Bread,pork"
"chicken,Frozen vegetables,Peanut butter"
"chicken,beef,Frozen fruit"
"Frozen fruit,fish"
"Frozen vegetables,chicken,fish"
"Frozen fruit,Frozen vegetables,Bread"
"beef,Cheese"
"Butter,beef,fish"
"fish,beef"
"fish,chicken,beef"
"Butter,Milk,Eggs"
"Frozen vegetables,Bread,Peanut butter"
"Butter,fish"
"shrimp,Milk"
"chicken,Cheese,Frozen fruit"
"fish,beef,Frozen vegetables"
"pork,Cheese,fish"
"fish,pork,Eggs"
"Frozen fruit,beef,Eggs"
"shrimp,fish,pork"
"chicken,Frozen vegetables"
"beef,Bread,Peanut butter"
"chicken,Butter,Eggs"
"Milk,fish"
"beef,shrimp,chicken"
"Butter,pork,Bread"
"shrimp,Cheese,Peanut butter"
"Frozen vegetables,Butter,Eggs"
"Butter,shrimp,Frozen vegetables"
"Frozen fruit,chicken"
"Frozen fruit,Butter"
"beef,chicken,Frozen fruit"
"Butter,Frozen fruit"
"Bread,Cheese"
"fish,Milk,Eggs"
"Frozen fruit,beef,shrimp"
"Butter,fish,Peanut butter"
"beef,Milk,Cheese"
"shrimp,Cheese,Milk"
"Bread,pork,Frozen fruit"
"shrimp,Frozen fruit,Frozen vegetables"
"Frozen vegetables,shrimp,chicken"
"Bread,Frozen vegetables,shrimp"
"Butter,shrimp,Frozen fruit"
"fish,beef"
"Bread,beef,Butter"
"Milk,Cheese"
"pork,fish,shrimp"
"fish,Bread,Cheese"
"Butter,Milk,fish"
"chicken,Butter"
"Frozen vegetables,beef,fish"
Bread
"pork,Butter,shrimp"
"Frozen fruit,chicken,beef"
"Bread,pork,beef"
"shrimp,Frozen vegetables,Frozen fruit"
"Cheese,Frozen fruit,Milk"
"chicken,Milk,pork"
"shrimp,Bread,Peanut butter"
"chicken,beef,Butter"
"pork,Frozen fruit,Cheese"
"beef,Milk,Butter"
"chicken,fish,Frozen fruit"
"Frozen fruit,beef,Milk"
"Milk,beef,Bread"
"pork,Cheese,Milk"
"fish,chicken,beef"
"Cheese,Frozen fruit,Frozen vegetables"
"shrimp,Bread,Peanut butter"
"Butter,Bread,shrimp"
"Cheese,shrimp"
"Cheese,fish"
"Frozen vegetables,pork,Bread"
"Frozen vegetables,Butter"
"fish,Frozen fruit"
"pork,Cheese"
"Frozen vegetables,Bread,fish"
"pork,fish,Cheese"
"beef,chicken,Frozen vegetables"
"Bread,Frozen fruit,Butter"
"Milk,shrimp,Eggs"
"Butter,fish"
"Bread,fish"
"Frozen vegetables,Butter,Bread"
"pork,Bread"
"chicken,fish"
"Frozen fruit,Frozen vegetables,Bread"
"fish,shrimp"
"fish,shrimp,Bread"
"chicken,Butter"
"Milk,Frozen fruit"
"Cheese,Frozen vegetables,Milk"
"chicken,fish,beef"
"beef,Butter,Eggs"
"Frozen fruit,Milk,chicken"
"beef,chicken"
"Milk,fish,chicken"
"Butter,chicken,beef"
"Frozen fruit,Frozen vegetables,Butter"
"fish,Butter,shrimp"
"Bread,Milk,chicken"
"Frozen fruit,Butter,Peanut butter"
"Milk,shrimp,Butter"
"chicken,Frozen fruit,Milk"
"beef,pork,fish"
"Milk,chicken,Bread"
"Butter,Frozen fruit,Cheese"
"Frozen fruit,shrimp,Bread"
"beef,chicken,Frozen vegetables"
"Bread,chicken,Cheese"
shrimp
"shrimp,Frozen fruit,Frozen vegetables"
"fish,pork,Cheese"
"chicken,Cheese,Eggs"
"Frozen vegetables,beef"
"Butter,Milk"
"Milk,Cheese,Eggs"
"Frozen vegetables,Frozen fruit,beef"
"Milk,fish"
"Cheese,fish,Frozen vegetables"
"fish,Frozen vegetables,Butter"
"Milk,Frozen fruit,Peanut butter"
"Frozen fruit,Eggs"
"pork,Frozen vegetables,shrimp"
"Milk,pork,chicken"
"Cheese,Butter,chicken"
"fish,pork,beef"
"pork,fish,Bread"
"Milk,Frozen fruit,fish"
"fish,Frozen vegetables,Bread"
"Butter,beef,Frozen fruit"
"Butter,Frozen fruit"
"chicken,beef,Butter"
"beef,Frozen vegetables,shrimp"
"fish,beef"
"Butter,Cheese"
"Bread,Cheese,Milk"
"chicken,Frozen fruit,Eggs"
"Milk,beef,Cheese"
"shrimp,Butter,fish"
"Milk,Cheese,Frozen fruit"
"chicken,Cheese,Peanut butter"
"fish,pork"
"Milk,Bread"
"shrimp,Frozen vegetables,Eggs"
"Milk,shrimp,Frozen fruit"
"Butter,Bread,Peanut butter"
"Frozen vegetables,Cheese,Eggs"
"Milk,pork"
"fish,Milk"
"fish,Cheese"
"Frozen fruit,pork,Milk"
"Cheese,Frozen fruit"
"Butter,Frozen vegetables"
"Bread,fish,shrimp"
"shrimp,fish,beef"
"beef,Peanut butter"
"Butter,chicken,Peanut butter"
"Cheese,shrimp,Bread"
"Frozen vegetables,chicken,Eggs"
"Frozen fruit,beef,chicken"
"chicken,pork"
"Butter,chicken,Frozen vegetables"
"Frozen vegetables,Frozen fruit"
"Butter,fish"
"beef,Bread"
"Frozen vegetables,beef"
"Milk,shrimp"
"Milk,beef"
"Frozen fruit,Milk,beef"
"shrimp,Bread,Butter"
"fish,chicken,pork"
"beef,pork,Frozen vegetables"
"beef,Bread"
"beef,Frozen vegetables,shrimp"
"Butter,Milk,pork"
"pork,Bread,Frozen vegetables"
"fish,Cheese"
"pork,beef"
"shrimp,Frozen vegetables"
"Cheese,chicken,Butter"
"chicken,Bread,Butter"
"Cheese,Frozen fruit,Bread"
"fish,beef,shrimp"
"Frozen fruit,Cheese,Eggs"
"Butter,beef,fish"
"Frozen fruit,fish,Eggs"
"Cheese,shrimp,Bread"
"Butter,Cheese,beef"
"Bread,chicken,fish"
"pork,chicken,beef"
"shrimp,chicken,Milk"
"pork,chicken,Peanut butter"
"pork,chicken"
"Frozen fruit,fish"
"fish,Bread,shrimp"
"Milk,Butter,Frozen vegetables"
"shrimp,pork,Bread"
"Butter,Milk,Peanut butter"
"Cheese,fish,chicken"
"Milk,Butter"
"Butter,fish,Milk"
"Cheese,Frozen fruit,shrimp"
"Milk,beef,Peanut butter"
"Butter,Frozen vegetables"
"Frozen fruit,Bread,pork"
"beef,shrimp,Peanut butter"
"Butter,Bread,shrimp"
"shrimp,Cheese"
"Frozen vegetables,Cheese,shrimp"
"Cheese,beef,Frozen vegetables"
"fish,Frozen fruit,Peanut butter"
"Frozen vegetables,Milk"
"Cheese,Frozen vegetables"
"shrimp,Butter,Cheese"
"Frozen fruit,chicken,pork"
"beef,Butter,Frozen fruit"
"Bread,Cheese"
"shrimp,fish,Butter"
"Butter,Frozen vegetables,fish"
"chicken,pork"
"fish,Milk,shrimp"
"pork,shrimp,Frozen vegetables"
"Milk,Bread,fish"
"Cheese,Frozen vegetables,Bread"
"Frozen fruit,chicken,shrimp"
"Frozen vegetables,pork,Eggs"
"pork,Cheese,chicken"
"Bread,Frozen vegetables"
"Cheese,Bread"
"Milk,pork,Butter"
"Bread,Milk"
"chicken,Frozen vegetables"
"Butter,Frozen fruit,chicken"
"beef,Frozen vegetables,Butter"
"shrimp,Frozen vegetables"
"Bread,Milk,Eggs"
"chicken,Butter,Bread"
"Frozen fruit,pork,Frozen vegetables"
"chicken,Frozen fruit,Peanut butter"
"Frozen fruit,pork,chicken"
"chicken,beef"
"Cheese,Frozen vegetables,shrimp"
"Frozen fruit,beef,Frozen vegetables"
"pork,beef"
"shrimp,Cheese,Butter"
"fish,chicken,Milk"
"Cheese,Frozen fruit,Peanut butter"
"pork,Frozen fruit"
"Frozen vegetables,pork,Cheese"
"Cheese,pork,Eggs"
"Milk,beef,Frozen vegetables"
"Bread,Butter,pork"
"Bread,Cheese,shrimp"
"Frozen vegetables,Cheese"
"fish,Frozen fruit,Cheese"
"beef,Butter,pork"
"chicken,Frozen fruit,beef"
"Milk,Frozen fruit,beef"
"Milk,beef,pork"
"Frozen vegetables,beef"
"chicken,fish,Frozen vegetables"
"Frozen fruit,pork,Eggs"
"fish,Frozen fruit,Butter"
"Bread,Butter,fish"
"Butter,shrimp,Frozen fruit"
"Milk,Frozen vegetables,fish"
"Frozen fruit,Frozen vegetables,pork"
"Frozen fruit,shrimp"
"Frozen vegetables,shrimp,Peanut butter"
"chicken,beef,Butter"
"Butter,Frozen vegetables,Cheese"
"Frozen fruit,pork"
"Bread,Butter,Frozen fruit"
"pork,Butter"
"Frozen fruit,fish,Bread"
"Milk,beef"
"Frozen fruit,Butter,chicken"
"Frozen fruit,pork"
"chicken,Frozen vegetables,shrimp"
"chicken,Milk,Frozen fruit"
"fish,Frozen vegetables,Frozen fruit"
"beef,Milk,fish"
"Frozen fruit,Bread"
"shrimp,chicken"
"Milk,Frozen fruit"
"Butter,Bread,Eggs"
"Bread,pork"
"Bread,fish,pork"
"fish,Butter,shrimp"
"pork,shrimp"
"fish,shrimp"
"beef,Frozen fruit,shrimp"
"shrimp,beef"
"Frozen vegetables,Butter,shrimp"
"pork,Frozen vegetables"
"Frozen fruit,Butter,beef"
